Form,Date,RM,SHORE,SF,DTSF,DTSF2,COND,TEMP,TDS,SALINITY,DO%,DO,Effort,CATCH,CPUE,YEAR,MON,pa,AREA_2,S_Tide,P_Tide,Experimental_Net_ID,Experimental_Net
200817007,3/18/08 0:00,35,3,35,0,0.46,1566,3.92,1.72,1.37,128,15.62,1351.11,2,0.148026438,2008,3,1,,2,2,,0
200817008,3/18/08 0:00,35,3,35,0,0.46,1195,3.85,1.32,1.04,114.7,14.99,1837.03,3,0.163307077,2008,3,1,,2,2,,0
200817009,3/19/08 0:00,35,3,37,-2,0.44,729,3.96,0.79,0.6,114.2,14.9,1173.33,0,0,2008,3,0,,4,1,,0
200817010,3/19/08 0:00,34,3,37,-3,0.42,940,3.97,1.02,0.79,108.6,14.13,1066.66,0,0,2008,3,0,,1,2,,0
200817011,3/24/08 0:00,37,3,23,14,0.64,143,4.01,0.15,0.11,114.8,15.04,1128.88,0,0,2008,3,0,,4,4,,0
200817012,3/24/08 0:00,37,3,23,14,0.64,144,4.01,0.15,0.11,114.1,14.94,1167.4,1,0.085660442,2008,3,1,,4,4,,0
200817013,3/24/08 0:00,37,3,23,14,0.64,140,4.08,0.15,0.11,115.8,15.04,1146.66,0,0,2008,3,0,,4,4,,0
200817014,3/24/08 0:00,37,3,23,14,0.64,164,4.33,0.17,0.13,117,15.17,1099.25,1,0.090971117,2008,3,1,,4,1,,0
200817015,3/24/08 0:00,36,3,23,13,0.63,143,4.47,0.15,0.11,117,15.15,1220.74,2,0.163835051,2008,3,1,,4,2,,0
200817016,3/24/08 0:00,36,3,23,13,0.63,143,4.53,0.15,0.11,116.6,15.07,1262.22,2,0.158450983,2008,3,1,,4,2,,0
200817017,3/25/08 0:00,38,1,30,8,0.56,146,3.91,0.23,0.2,110.7,14.48,1365.92,1,0.07321073,2008,3,1,,2,3,,0
200817018,3/25/08 0:00,38,1,30,8,0.56,150,3.95,0.16,0.12,116,15.8,1386.66,0,0,2008,3,0,,2,3,,0
200817019,3/25/08 0:00,38,3,30,8,0.56,146,4.09,0.15,0.12,114,14.81,1318.51,0,0,2008,3,0,,2,4,,0
200817020,3/25/08 0:00,34,3,30,4,0.51,144,4.13,0.15,0.11,109,14.36,1158.51,4,0.345271081,2008,3,1,,4,4,,0
200817021,3/25/08 0:00,34,3,30,4,0.51,144,4.13,0.15,0.11,109,14.36,1585.18,1,0.063084319,2008,3,1,,4,4,,0
200817022,3/26/08 0:00,38,3,30,8,0.56,149,4.61,0.15,0.12,109.6,14.1,1131.85,0,0,2008,3,0,,2,2,,0
200817023,3/26/08 0:00,37,3,30,7,0.55,150,4.6,0.15,0.12,111.45,14.38,1146.66,0,0,2008,3,0,,2,3,,0
200817024,3/26/08 0:00,37,3,30,7,0.55,150,4.72,0.15,0.12,113,14.5,1161.48,0,0,2008,3,0,,3,4,,0
200817025,3/26/08 0:00,37,1,30,7,0.55,151,4.5,0.16,0.12,109.9,14.22,1200,0,0,2008,3,0,,4,4,,0
200817026,3/26/08 0:00,36,1,30,6,0.54,150,4.57,0.16,0.12,111.7,14.4,1188.14,0,0,2008,3,0,,4,4,,0
200817027,3/27/08 0:00,37,1,31,6,0.54,160,4.56,0.17,0.13,106.8,13.79,1137.77,0,0,2008,3,0,,2,2,,0
200817028,3/27/08 0:00,36,1,31,5,0.53,153,4.51,0.16,0.12,110.8,14.3,1040,0,0,2008,3,0,,2,3,,0
200817029,3/27/08 0:00,35,3,31,4,0.51,155,4.91,0.16,0.12,108.6,13.85,1155.55,0,0,2008,3,0,,3,4,,0
200817030,3/27/08 0:00,34,3,31,3,0.5,156,4.95,0.16,0.12,108.3,13.87,1383.7,0,0,2008,3,0,,3,4,,0
200817033,4/1/08 0:00,38,3,35,3,0.5,1383,5.57,1.42,1.12,112.1,13.98,1078.51,1,0.092720513,2008,4,1,,2,2,,0
200817034,4/1/08 0:00,39,3,35,4,0.51,1422,5.57,1.46,1.16,109.2,13.64,1259.25,0,0,2008,4,0,,2,2,,0
200817035,4/1/08 0:00,39,3,35,4,0.51,1645,5.8,1.7,1.36,109.6,13.62,1223.7,0,0,2008,4,0,,2,2,,0
200817037,4/2/08 0:00,38,3,35,3,0.5,2067,4.93,2.18,1.76,114.8,14.47,998.51,1,0.100149222,2008,4,1,,4,2,,0
200817038,4/3/08 0:00,40,1,38,2,0.49,3125,5.24,3.26,2.68,105.7,13.17,1087.4,1,0.091962479,2008,4,1,,4,4,,0
200817039,4/3/08 0:00,40,1,38,2,0.49,2660,5.17,2.78,2.27,104.9,13.16,1194.07,2,0.167494368,2008,4,1,,4,2,,0
200817040,4/3/08 0:00,37,3,38,-1,0.45,6100,5.53,6.15,5.37,103,12.53,1105.18,0,0,2008,4,0,,2,2,,0
200817041,4/3/08 0:00,36,3,38,-2,0.44,5673,5.56,5.85,5,102.6,12.5,1122.96,0,0,2008,4,0,,2,2,,0
200817042,4/4/08 0:00,36,1,41,-5,0.4,2750,5.5,2.85,2.3,107.8,13.39,1137.77,1,0.087891226,2008,4,1,,4,1,,0
200817043,4/4/08 0:00,36,1,41,-5,0.4,3526,5.56,3.63,3,107.4,13.27,1354.07,1,0.073851426,2008,4,1,,4,2,,0
200817044,4/4/08 0:00,35,3,41,-6,0.38,176,5.44,0.18,0.13,107,13.45,1173.33,2,0.17045503,2008,4,1,,4,4,,0
200817045,4/7/08 0:00,35,3,34,1,0.47,173,5.43,0.17,0.13,109.2,13.77,1481.48,2,0.135000135,2008,4,1,,4,4,,0
200817046,4/7/08 0:00,36,3,34,2,0.49,285,5.59,0.29,0.22,106.2,13.03,1173.33,4,0.340910059,2008,4,1,,4,2,,0
200817047,4/7/08 0:00,36,3,34,2,0.49,227,5.63,0.22,0.17,111.3,13.94,1392.59,3,0.215425933,2008,4,1,,4,2,,0
200817048,4/8/08 0:00,35,1,32,3,0.5,163,5.6,0.16,0.12,111.5,13.94,1194.07,1,0.083747184,2008,4,1,,2,3,,0
200817049,4/8/08 0:00,35,1,32,3,0.5,162,5.6,0.16,0.12,109.8,13.79,1342.22,1,0.074503435,2008,4,1,,2,3,,0
200817050,4/8/08 0:00,35,3,32,3,0.5,382,5.74,0.39,0.3,107.2,13.41,1119.99,1,0.089286511,2008,4,1,,3,4,,0
200817051,4/8/08 0:00,34,3,32,2,0.49,405,5.8,0.42,0.3,107.3,13.35,1229.62,2,0.162651876,2008,4,1,,4,4,,0
200817052,4/9/08 0:00,39,1,30,9,0.58,164,5.91,0.16,0.12,104.2,12.99,1140.74,0,0,2008,4,0,,2,3,,0
200817053,4/9/08 0:00,38,1,30,8,0.56,193,5.92,0.21,0.16,104.2,12.98,1090.37,0,0,2008,4,0,,2,4,,0
200817054,4/9/08 0:00,37,3,30,7,0.55,165,6.03,0.16,0.12,106.3,13.22,1140.74,0,0,2008,4,0,,4,4,,0
200817055,4/9/08 0:00,38,3,30,8,0.56,165,5.99,0.16,0.12,104.4,12.99,1108.14,0,0,2008,4,0,,4,4,,0
200817056,4/10/08 0:00,37,1,28,9,0.58,170,6.53,0.17,0.13,114.8,14.07,1149.62,0,0,2008,4,0,,2,3,,0
200817057,4/10/08 0:00,35,3,28,7,0.55,170,6.64,0.17,0.12,115,14.06,1128.88,0,0,2008,4,0,,3,4,,0
200817058,4/11/08 0:00,36,3,21,15,0.65,198,7.19,0.19,0.15,114.5,13.82,1117.03,0,0,2008,4,0,,2,2,,0
200817059,4/11/08 0:00,35,3,21,14,0.64,216,7.16,0.21,0.16,113,13.68,1208.88,0,0,2008,4,0,,2,2,,0
200817060,4/11/08 0:00,38,3,21,17,0.68,175,6.95,0.17,0.13,111.1,13.5,1155.55,0,0,2008,4,0,,3,4,,0
200817061,4/14/08 0:00,37,1,30,7,0.55,178,7.81,0.17,0.13,110.1,13.07,1125.92,0,0,2008,4,0,,2,2,,0
200817062,4/14/08 0:00,37,3,30,7,0.55,181,7.79,0.17,0.13,108,12.84,1037.03,0,0,2008,4,0,,2,2,,0
200817063,4/14/08 0:00,36,1,30,6,0.54,178,8.18,0.17,0.13,109.7,12.89,1146.66,1,0.087209809,2008,4,1,,2,2,,0
200817064,4/14/08 0:00,38,1,30,8,0.56,173,8.38,0.16,0.12,110.6,12.97,1389.62,0,0,2008,4,0,,2,3,,0
200817065,4/15/08 0:00,34,3,30,4,0.51,171,8.16,0.16,0.12,109,12.84,1128.88,4,0.354333499,2008,4,1,,1,2,,0
200817066,4/15/08 0:00,35,3,30,5,0.53,170,8.22,0.16,0.12,108.5,12.75,1647.4,0,0,2008,4,0,,2,2,,0
200817067,4/15/08 0:00,36,3,30,6,0.54,165,8.47,0.15,0.12,110.5,12.9,1155.55,0,0,2008,4,0,,2,2,,0
200817068,4/15/08 0:00,36,1,30,6,0.54,164,8.46,0.15,0.11,102,12.11,1146.66,0,0,2008,4,0,,2,2,,0
200817069,4/16/08 0:00,35,3,31,4,0.51,163,8.59,0.15,0.11,110,12.81,1134.81,3,0.264361435,2008,4,1,,4,1,,0
200817070,4/16/08 0:00,35,3,31,4,0.51,165,8.54,0.15,0.11,106.5,12.38,1460.74,1,0.068458453,2008,4,1,,4,2,,0
200817071,4/16/08 0:00,35,1,31,4,0.51,163,8.64,0.15,0.11,111.5,12.97,1134.81,1,0.088120478,2008,4,1,,2,2,,0
200817072,4/16/08 0:00,37,1,31,6,0.54,161,8.58,0.15,0.11,110.7,12.75,1247.4,0,0,2008,4,0,,2,2,,0
200817073,4/17/08 0:00,37,1,34,3,0.5,162,9.06,0.15,0.11,110.6,12.77,1146.66,0,0,2008,4,0,,4,4,,0
200817074,4/17/08 0:00,36,1,34,2,0.49,163,9.09,0.15,0.11,107.8,12.43,1090.37,1,0.091711988,2008,4,1,,4,2,,0
200817075,4/17/08 0:00,37,3,34,3,0.5,163,8.92,0.15,0.11,110.5,12.82,1128.88,1,0.088583375,2008,4,1,,2,2,,0
200817076,4/17/08 0:00,37,3,34,3,0.5,164,9.06,0.15,0.11,110.8,12.77,1339.25,0,0,2008,4,0,,2,2,,0
200817077,4/18/08 0:00,37,3,35,2,0.49,162,9.53,0.14,0.11,109.2,12.45,1182.22,0,0,2008,4,0,,4,4,,0
200817078,4/18/08 0:00,37,1,35,2,0.49,,,,,,,1167.4,0,0,2008,4,0,,4,4,,0
200817079,4/18/08 0:00,37,3,35,2,0.49,,,,,,,1205.92,0,0,2008,4,0,,4,2,,0
200817080,4/18/08 0:00,38,3,35,3,0.5,,,,,,,1247.4,0,0,2008,4,0,,1,2,,0
200817081,4/21/08 0:00,38,3,31,7,0.55,197,10.91,,0.09,,,1114.07,0,0,2008,4,0,,3,4,,0
200817082,4/21/08 0:00,38,3,31,7,0.55,195,10.88,,0.09,,,1108.14,0,0,2008,4,0,,3,4,,0
200817083,4/21/08 0:00,38,1,31,7,0.55,199,10.9,,0.09,,,1134.81,0,0,2008,4,0,,4,4,,0
200817084,4/21/08 0:00,39,1,31,8,0.56,225,10.88,,0.11,,,1232.59,0,0,2008,4,0,,4,4,,0
200817085,4/22/08 0:00,38,1,30,8,0.56,150,11.26,0.13,0.1,108.1,11.82,1164.44,0,0,2008,4,0,,2,3,,0
200817086,4/22/08 0:00,37,1,30,7,0.55,151,11.29,0.13,0.1,107.1,11.72,1176.29,0,0,2008,4,0,,2,3,,0
200817087,4/22/08 0:00,37,3,30,7,0.55,153,11.39,0.13,0.1,110.3,12.04,1125.92,0,0,2008,4,0,,3,4,,0
200817088,4/22/08 0:00,38,3,30,8,0.56,150,11.26,0.13,0.1,108.8,11.93,1291.85,3,0.232225104,2008,4,1,,4,4,,0
200817089,4/23/08 0:00,37,3,30,7,0.55,146,11.87,0.12,0.09,109,11.77,1149.62,3,0.260955794,2008,4,1,,2,4,,0
200817090,4/23/08 0:00,38,3,30,8,0.56,144,11.8,0.12,0.09,107.8,11.65,1576.29,0,0,2008,4,0,,3,4,,0
200817091,4/23/08 0:00,38,3,30,8,0.56,146,11.87,0.12,0.09,109.4,11.81,1090.37,0,0,2008,4,0,,4,4,,0
200817092,4/24/08 0:00,36,3,30,6,0.54,143,12.4,0.12,0.09,110.8,11.83,1040,3,0.288461538,2008,4,1,,2,3,,0
200817093,4/24/08 0:00,35,3,30,5,0.53,145,12.53,0.12,0.09,109.8,11.68,1306.66,6,0.459186016,2008,4,1,,2,4,,0
200817094,4/25/08 0:00,38,1,31,7,0.55,141,12.96,0.11,0.09,110.2,11.62,1078.51,0,0,2008,4,0,,2,2,,0
200817095,4/25/08 0:00,38,1,31,7,0.55,138,12.5,0.11,0.09,108.6,11.56,1114.07,0,0,2008,4,0,,2,3,,0
200917001,3/26/09 0:00,37,1,65,-28,0.1,5143,4.4,5.58,4.78,103,13,1214.81,0,0,2009,3,0,,1,2,,0
200917002,3/26/09 0:00,37,1,65,-28,0.1,5912,4.4,6.33,5.43,99,12.3,1131.85,0,0,2009,3,0,,1,2,,0
200917003,3/26/09 0:00,38,3,65,-27,0.12,4889,4.5,5.22,4.42,98,12.3,1128.88,6,0.531500248,2009,3,1,,2,2,,0
200917004,3/26/09 0:00,38,3,65,-27,0.12,5700,4.5,6.08,5.2,100,12.4,1576.29,8,0.507520824,2009,3,1,,2,2,,0
200917005,3/27/09 0:00,37,3,63,-26,0.13,6073,4.5,6.49,5.58,99,12.4,1051.85,4,0.38028236,2009,3,1,,4,4,,0
200917006,3/27/09 0:00,37,3,63,-26,0.13,4848,4.6,5.14,4.38,95,12,1253.33,2,0.159574892,2009,3,1,,4,4,,0
200917007,3/27/09 0:00,38,1,63,-25,0.14,6279,4.5,6.71,5.77,97,12,1010.37,0,0,2009,3,0,,4,2,,0
200917008,3/27/09 0:00,37,1,63,-26,0.13,6338,4.6,6.76,5.82,96,12,1001.48,0,0,2009,3,0,,1,2,,0
200917009,3/30/09 0:00,37,1,53,-16,0.26,3000,5.3,3.1,2.5,99,12.3,1063.7,2,0.188022939,2009,3,1,,4,4,,0
200917010,3/30/09 0:00,37,1,53,-16,0.26,2703,5.2,2.84,2.28,98,12.3,1265.18,3,0.23712041,2009,3,1,,4,4,,0
200917011,3/31/09 0:00,35,3,50,-15,0.27,3832,5.5,3.97,3.31,101,12.4,945.18,0,0,2009,3,0,,2,4,,0
200917012,3/31/09 0:00,35,3,50,-15,0.27,3443,5.5,3.56,2.95,101,12.4,942.22,0,0,2009,3,0,,2,4,,0
200917013,3/31/09 0:00,36,3,50,-14,0.28,2253,5.4,2.33,1.89,100,12.4,1125.92,7,0.621713798,2009,3,1,,4,4,,0
200917014,3/31/09 0:00,37,3,50,-13,0.29,1970,5.4,2.18,1.94,100,12.5,1481.48,4,0.27000027,2009,3,1,,4,4,,0
200917015,4/1/09 0:00,36,1,49,-13,0.29,2214,5.8,2.26,1.83,100,12.3,1120,0,0,2009,4,0,,2,2,,0
