Population,Survey,Date,Easting,Northing,Latitude,Longitude,Vegetation,Bird Count
A,1,4/30/1981,510174,2838842,25 40.147,-80 53.907,Saw Grass+Mixed Prairie,1
A,1,4/30/1981,511166,2838843,25 40.147,-80 53.314,Saw Grass+Pines,0
A,1,4/30/1981,512169,2838847,25 40.149,-80 52.714,Muhly+Saw Grass,0
A,1,4/30/1981,501186,2837832,25 39.602,-80 59.281,Mixed Prairie+Saw Grass,0
A,1,4/30/1981,502188,2837832,25 39.602,-80 58.682,Mixed Prairie+Sparina (cord grass),0
A,1,4/30/1981,503189,2837833,25 39.602,-80 58.083,Mixed Prairie,0
A,1,4/30/1981,504183,2837835,25 39.603,-80 57.489,Saw Grass,2
A,1,4/30/1981,505183,2837835,25 39.603,-80 56.891,Muhly,1
A,1,4/30/1981,506184,2837837,25 39.604,-80 56.293,Mixed Prairie,1
A,1,4/30/1981,507177,2837838,25 39.604,-80 55.699,Saw Grass+Mixed Prairie,1
A,1,4/30/1981,508179,2837840,25 39.605,-80 55.100,Saw Grass,3
A,1,4/30/1981,509180,2837839,25 39.604,-80 54.502,Saw Grass,2
A,1,4/30/1981,510176,2837840,25 39.604,-80 53.906,Saw Grass,1
A,1,4/30/1981,511167,2837844,25 39.606,-80 53.314,Sparina (cord grass),0
A,1,4/30/1981,512172,2837845,25 39.606,-80 52.713,Cypress,1
A,1,4/30/1981,500200,2836826,25 39.057,-80 59.870,Mixed Prairie,0
A,1,4/30/1981,501189,2836825,25 39.056,-80 59.279,Saw Grass+Mixed Prairie,1
A,1,4/30/1981,502189,2836828,25 39.058,-80 58.681,Muhly,2
A,1,4/30/1981,503191,2836829,25 39.058,-80 58.082,Hardwood Hammock,0
A,1,4/30/1981,504187,2836833,25 39.060,-80 57.487,Muhly,2
A,1,4/30/1981,505189,2836833,25 39.060,-80 56.888,Mixed Prairie,1
A,1,4/30/1981,506187,2836835,25 39.061,-80 56.291,Saw Grass,2
A,1,4/30/1981,507184,2836836,25 39.061,-80 55.695,Mixed Prairie,1
A,1,4/30/1981,508183,2836838,25 39.062,-80 55.098,Saw Grass+Eleochris (wet grass),2
A,1,4/30/1981,509182,2836839,25 39.062,-80 54.501,Saw Grass,2
A,1,4/30/1981,510179,2836845,25 39.065,-80 53.905,Sparina (cord grass),0
A,1,4/30/1981,511168,2836846,25 39.065,-80 53.314,Mixed Prairie+Hardwood Hammock,0
A,1,4/30/1981,512170,2836849,25 39.066,-80 52.715,Mixed Prairie+Sparina (cord grass),1
A,1,4/30/1981,500202,2835846,25 38.526,-80 59.869,Mixed Prairie,0
A,1,4/30/1981,501186,2835834,25 38.519,-80 59.281,Mixed Prairie,1
A,1,4/30/1981,502195,2835843,25 38.524,-80 58.678,Mixed Prairie,1
A,1,4/30/1981,503190,2835839,25 38.522,-80 58.083,Saw Grass+Mixed Prairie,1
A,1,4/30/1981,504190,2835843,25 38.524,-80 57.485,Muhly,1
A,1,4/30/1981,505193,2835847,25 38.526,-80 56.886,Saw Grass,1
A,1,4/30/1981,506193,2835846,25 38.525,-80 56.288,Saw Grass,0
A,1,4/30/1981,507183,2835848,25 38.526,-80 55.696,Cypress,1
A,1,4/30/1981,508179,2835838,25 38.520,-80 55.101,Mixed Prairie,2
A,1,4/30/1981,509176,2835840,25 38.521,-80 54.505,Saw Grass,1
A,1,4/30/1981,510178,2835847,25 38.524,-80 53.906,Saw Grass+Eleochris (wet grass),1
A,1,4/30/1981,511165,2835847,25 38.524,-80 53.316,Mixed Prairie,0
A,1,4/30/1981,512167,2835848,25 38.524,-80 52.717,Sparina (cord grass),2
A,1,4/30/1981,500207,2834846,25 37.984,-80 59.866,Pines,0
A,1,4/30/1981,501194,2834846,25 37.984,-80 59.276,Saw Grass,1
A,1,4/30/1981,502198,2834846,25 37.984,-80 58.676,Pines,1
A,1,4/30/1981,503195,2834848,25 37.985,-80 58.080,Saw Grass,0
A,1,4/30/1981,504191,2834850,25 37.986,-80 57.485,Hardwood Hammock,1
A,1,4/30/1981,505195,2834856,25 37.989,-80 56.885,Cypress,0
A,1,4/30/1981,506192,2834853,25 37.987,-80 56.289,Muhly+Cypress,2
A,1,4/30/1981,507184,2834855,25 37.988,-80 55.696,Muhly+Hardwood Hammock,1
A,1,4/30/1981,508186,2834856,25 37.988,-80 55.097,Mixed Prairie+Hardwood Hammock,2
A,1,4/30/1981,509188,2834858,25 37.989,-80 54.498,Mixed Prairie,0
A,1,4/30/1981,510177,2834857,25 37.988,-80 53.907,Mixed Prairie+Hardwood Hammock,0
A,1,4/30/1981,511164,2834858,25 37.988,-80 53.317,Muhly+Sparina (cord grass),0
A,1,4/30/1981,512163,2834863,25 37.990,-80 52.720,Mixed Prairie+Hardwood Hammock,1
A,1,4/30/1981,462644,2865694,25 54.669,-81 22.369,Sparina (cord grass)+JU,0
A,1,4/30/1981,463640,2864700,25 54.132,-81 21.771,Sparina (cord grass)+JU,0
A,1,4/30/1981,464663,2864694,25 54.130,-81 21.158,Sparina (cord grass)+JU,0
A,1,4/30/1981,465656,2864698,25 54.134,-81 20.563,Sparina (cord grass)+JU,0
A,1,4/30/1981,466652,2863688,25 53.588,-81 19.965,Sparina (cord grass)+JU,0
A,1,4/30/1981,467639,2863691,25 53.591,-81 19.374,Sparina (cord grass)+JU,0
A,1,4/30/1981,468634,2863689,25 53.591,-81 18.778,Sparina (cord grass)+JU,0
A,1,4/30/1981,468640,2862692,25 53.051,-81 18.773,Sparina (cord grass)+JU,0
A,1,4/30/1981,469645,2862695,25 53.054,-81 18.171,Sparina (cord grass)+JU,0
A,1,4/30/1981,513114,2833956,25 37.498,-80 52.152,Saw Grass,0
A,1,4/30/1981,514116,2833955,25 37.497,-80 51.553,Mixed Prairie+Hardwood Hammock,0
A,1,4/30/1981,515102,2833960,25 37.499,-80 50.964,Saw Grass,0
A,1,4/30/1981,516114,2833959,25 37.498,-80 50.359,Mixed Prairie+Hardwood Hammock,0
A,1,4/30/1981,513115,2832944,25 36.950,-80 52.152,Mixed Prairie+Cypress,2
A,1,4/30/1981,514116,2832949,25 36.952,-80 51.554,Saw Grass+Pines,0
A,1,4/30/1981,515100,2832952,25 36.953,-80 50.966,Mixed Prairie,0
A,1,4/30/1981,516116,2832959,25 36.956,-80 50.359,Sparina (cord grass),0
A,1,4/30/1981,513113,2831957,25 36.415,-80 52.154,Mixed Prairie,0
A,1,4/30/1981,514117,2831960,25 36.416,-80 51.554,Saw Grass,0
A,1,4/30/1981,515101,2831966,25 36.419,-80 50.966,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,516113,2831971,25 36.421,-80 50.361,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,513117,2830962,25 35.876,-80 52.152,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,514118,2830967,25 35.878,-80 51.554,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,515104,2830973,25 35.881,-80 50.965,Saw Grass,0
A,1,4/30/1981,516113,2830978,25 35.883,-80 50.362,Saw Grass,0
A,1,4/30/1981,513120,2829962,25 35.334,-80 52.151,Saw Grass,0
A,1,4/30/1981,514119,2829963,25 35.334,-80 51.554,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,515105,2829967,25 35.336,-80 50.965,Saw Grass+Pines,0
A,1,4/30/1981,516116,2829972,25 35.338,-80 50.361,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,513121,2828967,25 34.795,-80 52.151,Eleochris (wet grass),0
A,1,4/30/1981,514120,2828968,25 34.795,-80 51.554,Saw Grass,0
A,1,4/30/1981,515106,2828973,25 34.797,-80 50.965,Mixed Prairie+Saw Grass,0
A,1,4/30/1981,516117,2828978,25 34.799,-80 50.361,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,513120,2827963,25 34.251,-80 52.152,Mixed Prairie,0
A,1,4/30/1981,514121,2827969,25 34.254,-80 51.554,Saw Grass,0
A,1,4/30/1981,515104,2827972,25 34.255,-80 50.967,Saw Grass,0
A,1,4/30/1981,516118,2827977,25 34.257,-80 50.361,Hardwood Hammock,0
A,1,4/30/1981,513123,2826972,25 33.714,-80 52.151,Saw Grass,0
A,1,4/30/1981,514119,2826973,25 33.714,-80 51.556,Saw Grass,0
A,1,4/30/1981,515107,2826978,25 33.716,-80 50.966,Saw Grass+Eleochris (wet grass),0
A,1,4/30/1981,516116,2826981,25 33.717,-80 50.363,Saw Grass+Eleochris (wet grass),0
A,1,4/30/1981,513125,2825975,25 33.174,-80 52.150,Saw Grass,0
A,1,4/30/1981,514123,2825976,25 33.174,-80 51.554,Saw Grass,0
A,1,4/30/1981,515108,2825981,25 33.176,-80 50.966,Saw Grass,0
A,1,4/30/1981,516119,2825984,25 33.177,-80 50.362,Saw Grass,0
A,1,4/30/1981,513116,2847794,25 44.996,-80 52.143,Cypress,0
A,1,4/30/1981,514105,2847801,25 44.999,-80 51.551,Saw Grass+Cypress,1
A,1,4/30/1981,515103,2847802,25 44.999,-80 50.954,Cypress,1
A,1,4/30/1981,516102,2847807,25 45.001,-80 50.356,Saw Grass,0
A,1,4/30/1981,513117,2846805,25 44.460,-80 52.143,Saw Grass,0
A,1,4/30/1981,514111,2846806,25 44.460,-80 51.548,Saw Grass,0
A,1,4/30/1981,515106,2846811,25 44.462,-80 50.953,Saw Grass+Cypress,0
A,1,4/30/1981,516105,2846816,25 44.464,-80 50.355,Cypress,0
A,1,4/30/1981,513116,2845805,25 43.918,-80 52.144,Saw Grass+Sparina (cord grass),0
A,1,4/30/1981,514114,2845806,25 43.918,-80 51.547,Saw Grass,1
A,1,4/30/1981,515110,2845807,25 43.918,-80 50.951,Saw Grass,0
A,1,4/30/1981,516105,2845810,25 43.919,-80 50.356,Hardwood Hammock,0
A,1,4/30/1981,513122,2844812,25 43.380,-80 52.141,Cypress+Hardwood Hammock,0
A,1,4/30/1981,514115,2844816,25 43.382,-80 51.547,Saw Grass+Cypress,1
A,1,4/30/1981,515115,2844817,25 43.382,-80 50.949,Saw Grass,0
A,1,4/30/1981,516109,2844819,25 43.382,-80 50.354,Saw Grass+Cypress,0
A,1,4/30/1981,513125,2843806,25 42.835,-80 52.140,Saw Grass+Cypress,1
A,1,4/30/1981,514118,2843809,25 42.836,-80 51.546,Saw Grass+Cypress,1
A,1,4/30/1981,515116,2843813,25 42.838,-80 50.949,Mixed Prairie+Cypress,1
A,1,4/30/1981,516112,2843816,25 42.839,-80 50.353,Saw Grass+Eleochris (wet grass),0
A,1,4/30/1981,513131,2842816,25 42.299,-80 52.137,Saw Grass+Cypress,0
A,1,4/30/1981,514125,2842821,25 42.301,-80 51.542,Saw Grass,1
A,1,4/30/1981,515119,2842822,25 42.301,-80 50.948,Saw Grass+Eleochris (wet grass),0
A,1,4/30/1981,516115,2842831,25 42.305,-80 50.352,Muhly,0
A,1,4/30/1981,513133,2841816,25 41.757,-80 52.136,Saw Grass,0
A,1,4/30/1981,514130,2841821,25 41.759,-80 51.540,Saw Grass+Cypress,0
A,1,4/30/1981,515125,2841826,25 41.761,-80 50.945,Saw Grass,0
A,1,4/30/1981,516120,2841831,25 41.763,-80 50.350,Muhly+Cypress,0
A,1,4/30/1981,513138,2840831,25 41.223,-80 52.134,Saw Grass,1
A,1,4/30/1981,514134,2840833,25 41.224,-80 51.538,Saw Grass,0
A,1,4/30/1981,515129,2840838,25 41.226,-80 50.943,Saw Grass,0
A,1,4/30/1981,516121,2840839,25 41.226,-80 50.350,Saw Grass,0
A,1,4/30/1981,513140,2839827,25 40.679,-80 52.133,Hardwood Hammock,0
A,1,4/30/1981,514134,2839831,25 40.681,-80 51.539,Mixed Prairie+Cypress,0
A,1,4/30/1981,515130,2839834,25 40.682,-80 50.943,Cypress,0
A,1,4/30/1981,516126,2839837,25 40.683,-80 50.348,Mixed Prairie+Saw Grass,0
A,1,4/30/1981,513140,2838828,25 40.138,-80 52.134,Cypress,2
A,1,4/30/1981,514136,2838835,25 40.141,-80 51.538,Mixed Prairie,0
A,1,4/30/1981,515132,2838832,25 40.139,-80 50.943,Mixed Prairie,0
A,1,4/30/1981,516125,2838839,25 40.142,-80 50.349,Mixed Prairie,0
A,1,4/30/1981,513142,2837833,25 39.599,-80 52.133,Saw Grass+Mixed Prairie,3
A,1,4/30/1981,514139,2837838,25 39.601,-80 51.537,Saw Grass,0
A,1,4/30/1981,515133,2837837,25 39.600,-80 50.943,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,516128,2837842,25 39.602,-80 50.348,Mixed Prairie,0
A,1,4/30/1981,513147,2836831,25 39.056,-80 52.131,Saw Grass,0
A,1,4/30/1981,514140,2836832,25 39.056,-80 51.537,Muhly,0
A,1,4/30/1981,515137,2836835,25 39.057,-80 50.941,Saw Grass,0
A,1,4/30/1981,516129,2836842,25 39.060,-80 50.348,Saw Grass+Sparina (cord grass),0
A,1,4/30/1981,513149,2835842,25 38.520,-80 52.130,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,514146,2835843,25 38.520,-80 51.534,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,515140,2835844,25 38.520,-80 50.940,Saw Grass+Mixed Prairie,0
A,1,4/30/1981,516132,2835847,25 38.521,-80 50.347,Mixed Prairie+Hardwood Hammock,0
A,1,4/30/1981,513152,2834849,25 37.982,-80 52.129,Saw Grass+Eleochris (wet grass),0
A,1,4/30/1981,514147,2834850,25 37.982,-80 51.534,Cypress+Hardwood Hammock,0
A,1,4/30/1981,515143,2834849,25 37.981,-80 50.939,Muhly,0
A,1,4/30/1981,516135,2834852,25 37.982,-80 50.346,Saw Grass+Sparina (cord grass),0
A,1,6/5/1992,482476,2847814,25 45.004,-81 10.474,Saw Grass+PA,0
A,1,6/5/1992,483470,2847813,25 45.004,-81 09.879,Muhly+PA,0
A,1,6/5/1992,484458,2845811,25 43.920,-81 09.287,Saw Grass+PA,0
A,1,6/5/1992,484472,2844820,25 43.383,-81 09.278,Saw Grass+TR,0
A,1,6/5/1992,485458,2844817,25 43.382,-81 08.688,Saw Grass+PA,0
A,1,6/5/1992,485458,2843822,25 42.843,-81 08.687,Saw Grass+Eleochris (wet grass),0
A,1,6/5/1992,485462,2842844,25 42.313,-81 08.684,Mangrove,0
A,1,6/5/1992,485466,2841829,25 41.763,-81 08.681,Mangrove,0
A,1,6/4/1992,493275,2847806,25 45.005,-81 04.013,Cypress,0
A,1,6/4/1992,494250,2847804,25 45.004,-81 03.430,Cypress,0
A,1,6/4/1992,493278,2846811,25 44.466,-81 04.011,Cypress,0
A,1,6/4/1992,494254,2846811,25 44.466,-81 03.427,Cypress,0
A,1,6/4/1992,492280,2845802,25 43.919,-81 04.608,Cypress,0
A,1,6/4/1992,493283,2845805,25 43.921,-81 04.008,Muhly+Cypress,0
A,1,6/4/1992,494259,2845807,25 43.922,-81 03.424,Muhly+Cypress,0
A,1,6/4/1992,497266,2844815,25 43.385,-81 01.625,Muhly,0
A,1,6/4/1992,498263,2844814,25 43.385,-81 01.029,Muhly,0
A,1,6/4/1992,491285,2843813,25 42.841,-81 05.202,Cypress,0
A,1,6/5/1992,488327,2842826,25 42.305,-81 06.971,Cypress,0
A,1,6/5/1992,489286,2842827,25 42.306,-81 06.397,Muhly+Cypress,0
A,1,6/5/1992,490285,2842826,25 42.306,-81 05.800,Muhly+Cypress,0
A,1,6/5/1992,491286,2842828,25 42.307,-81 05.201,Mixed Prairie+Cypress,0
A,1,6/5/1992,487441,2841816,25 41.757,-81 07.500,Sparina (cord grass)+Saw Grass,0
A,1,6/5/1992,488329,2841817,25 41.758,-81 06.969,Hardwood Hammock,0
A,1,6/5/1992,489292,2841816,25 41.758,-81 06.393,Cypress,0
A,1,6/5/1992,490287,2841819,25 41.760,-81 05.798,Cypress,0
A,1,6/4/1992,491292,2841818,25 41.760,-81 05.197,Muhly+Cypress,0
A,1,6/5/1992,487442,2840830,25 41.223,-81 07.499,Sparina (cord grass)+Saw Grass,0
A,1,6/5/1992,488335,2840831,25 41.224,-81 06.965,Sparina (cord grass),0
A,1,6/5/1992,489297,2840832,25 41.225,-81 06.390,Cypress,0
A,1,6/5/1992,490295,2840835,25 41.227,-81 05.793,Cypress,0
A,1,6/4/1992,491297,2840836,25 41.228,-81 05.194,Muhly+Cypress,0
A,1,6/5/1992,489301,2839824,25 40.679,-81 06.387,Saw Grass+Sparina (cord grass),0
A,1,6/5/1992,490298,2839824,25 40.679,-81 05.791,Sparina (cord grass),3
A,1,6/4/1992,491301,2839827,25 40.681,-81 05.191,Mixed Prairie+Sparina (cord grass),2
A,1,6/4/1992,493301,2839838,25 40.688,-81 03.995,Mixed Prairie+Sparina (cord grass),0
A,1,6/4/1992,494281,2839842,25 40.690,-81 03.409,Muhly,0
A,1,6/5/1992,490299,2838831,25 40.141,-81 05.790,Sparina (cord grass),0
A,1,6/4/1992,491304,2838834,25 40.143,-81 05.189,Mixed Prairie+Sparina (cord grass),3
A,1,6/4/1992,492307,2838837,25 40.145,-81 04.589,Muhly,3
A,1,6/4/1992,493304,2838840,25 40.147,-81 03.993,Muhly,0
A,1,6/4/1992,494284,2838843,25 40.149,-81 03.407,Muhly,0
A,1,6/4/1992,491305,2837833,25 39.601,-81 05.188,Saw Grass+Sparina (cord grass),0
A,1,6/4/1992,492307,2837836,25 39.603,-81 04.589,Muhly+Sparina (cord grass),2
A,1,6/4/1992,493305,2837840,25 39.605,-81 03.992,Mixed Prairie+Sparina (cord grass),0
A,1,6/4/1992,494287,2837843,25 39.607,-81 03.405,Muhly,0
A,1,6/4/1992,493308,2836839,25 39.063,-81 03.990,Mixed Prairie+Sparina (cord grass),0
A,1,6/4/1992,494290,2836842,25 39.065,-81 03.403,Mixed Prairie+Sparina (cord grass),0
A,1,6/4/1992,495297,2836849,25 39.069,-81 02.801,TR,0
A,1,6/4/1992,496288,2836849,25 39.069,-81 02.209,TR,0
A,1,6/4/1992,493309,2835850,25 38.527,-81 03.989,Saw Grass+Mangrove,0
A,1,6/4/1992,494291,2835851,25 38.528,-81 03.402,Sparina (cord grass),0
A,1,6/4/1992,495304,2835851,25 38.528,-81 02.797,Muhly+Sparina (cord grass),0
A,1,6/4/1992,496289,2835851,25 38.528,-81 02.208,TR,0
A,1,6/4/1992,495310,2834865,25 37.994,-81 02.793,Saw Grass+Sparina (cord grass),0
A,1,6/4/1992,496289,2834865,25 37.994,-81 02.208,Sparina (cord grass),2
A,1,6/4/1992,497266,2834865,25 37.994,-81 01.624,Saw Grass+Muhly,2
A,1,6/3/1992,500190,2833947,25 37.497,-80 59.876,Saw Grass+Eleochris (wet grass),0
A,1,6/3/1992,501179,2833945,25 37.496,-80 59.285,Saw Grass+Eleochris (wet grass),0
A,1,6/3/1992,502176,2833949,25 37.498,-80 58.689,Saw Grass+Pines,0
A,1,6/3/1992,503187,2833948,25 37.497,-80 58.085,Saw Grass+Mixed Prairie,3
A,1,6/1/1992,504181,2833953,25 37.500,-80 57.491,Saw Grass+Mixed Prairie,2
A,1,5/29/1992,505173,2833954,25 37.500,-80 56.898,Saw Grass+Mixed Prairie,1
A,1,5/28/1992,506180,2833960,25 37.503,-80 56.296,Saw Grass+Mixed Prairie,1
A,1,5/28/1992,507174,2833964,25 37.505,-80 55.702,Saw Grass+Mixed Prairie,1
A,1,5/26/1992,508168,2833963,25 37.504,-80 55.108,Saw Grass,2
A,1,5/21/1992,509177,2833965,25 37.505,-80 54.505,Saw Grass+Mixed Prairie,1
A,1,5/20/1992,510173,2833968,25 37.506,-80 53.910,Saw Grass+Mixed Prairie,2
A,1,5/22/1992,511172,2833970,25 37.507,-80 53.313,Mixed Prairie,0
A,1,5/15/1992,512154,2833964,25 37.503,-80 52.726,Muhly,0
A,1,6/3/1992,500195,2832940,25 36.951,-80 59.873,Saw Grass+Eleochris (wet grass),0
A,1,6/3/1992,501186,2832941,25 36.952,-80 59.281,Saw Grass+Pines,0
A,1,6/3/1992,502180,2832942,25 36.952,-80 58.687,Saw Grass+Mixed Prairie,0
A,1,6/3/1992,503191,2832944,25 36.953,-80 58.083,Saw Grass,0
A,1,6/1/1992,504186,2832946,25 36.954,-80 57.488,Saw Grass+Mixed Prairie,2
A,1,5/29/1992,505180,2832948,25 36.955,-80 56.894,Saw Grass+Mixed Prairie,1
A,1,5/28/1992,506186,2832952,25 36.957,-80 56.293,Saw Grass+Mixed Prairie,2
A,1,5/28/1992,507180,2832951,25 36.956,-80 55.699,Saw Grass+Mixed Prairie,2
A,1,5/26/1992,508172,2832951,25 36.956,-80 55.106,Saw Grass,5
A,1,5/21/1992,509183,2832952,25 36.956,-80 54.502,Mixed Prairie,0
A,1,5/20/1992,510177,2832955,25 36.957,-80 53.908,Muhly,0
A,1,5/22/1992,511174,2832955,25 36.957,-80 53.312,Mixed Prairie,0
A,1,5/15/1992,512156,2832951,25 36.954,-80 52.725,Mixed Prairie+Saw Grass,0
A,1,6/3/1992,500197,2831950,25 36.415,-80 59.872,Saw Grass+Eleochris (wet grass),0
A,1,6/3/1992,501188,2831948,25 36.414,-80 59.280,Saw Grass+Eleochris (wet grass),0
A,1,6/3/1992,502185,2831949,25 36.414,-80 58.684,Saw Grass,0
A,1,6/3/1992,503194,2831954,25 36.417,-80 58.081,Saw Grass+Eleochris (wet grass),0
A,1,6/1/1992,504185,2831953,25 36.416,-80 57.489,Saw Grass+Eleochris (wet grass),2
A,1,5/29/1992,505184,2831957,25 36.418,-80 56.892,Saw Grass+Eleochris (wet grass),1
A,1,5/28/1992,506190,2831957,25 36.418,-80 56.291,Saw Grass+Eleochris (wet grass),0
A,1,5/27/1992,507182,2831958,25 36.418,-80 55.698,Saw Grass,0
A,1,5/26/1992,508179,2831958,25 36.418,-80 55.102,Saw Grass,3
A,1,5/21/1992,509184,2831959,25 36.418,-80 54.502,Mixed Prairie,2
A,1,5/20/1992,510181,2831963,25 36.420,-80 53.906,Mixed Prairie,0
A,1,5/22/1992,511178,2831964,25 36.420,-80 53.310,Mixed Prairie,0
A,1,5/18/1992,512159,2831958,25 36.416,-80 52.724,Mixed Prairie,0
A,1,6/3/1992,500202,2830948,25 35.872,-80 59.869,Saw Grass+Eleochris (wet grass),0
A,1,6/3/1992,501190,2830952,25 35.874,-80 59.279,Saw Grass+Eleochris (wet grass),0
A,1,6/3/1992,502189,2830952,25 35.874,-80 58.682,Saw Grass,0
A,1,6/3/1992,503198,2830956,25 35.876,-80 58.079,Saw Grass,0
A,1,6/1/1992,504190,2830958,25 35.877,-80 57.486,Saw Grass,0
A,1,5/29/1992,505188,2830962,25 35.879,-80 56.890,Saw Grass,0
A,1,5/28/1992,506194,2830964,25 35.880,-80 56.289,Saw Grass,0
A,1,5/27/1992,507186,2830963,25 35.879,-80 55.696,Saw Grass,2
A,1,5/26/1992,508183,2830964,25 35.879,-80 55.100,Saw Grass,2
A,1,5/21/1992,509191,2830964,25 35.879,-80 54.498,Saw Grass,0
A,1,5/20/1992,510188,2830969,25 35.881,-80 53.902,Saw Grass,0
A,1,5/22/1992,511179,2830968,25 35.880,-80 53.310,TR,0
A,1,5/18/1992,512162,2830961,25 35.876,-80 52.723,Mixed Prairie,0
A,1,6/3/1992,503201,2829950,25 35.331,-80 58.077,Saw Grass,0
A,1,6/1/1992,504194,2829954,25 35.333,-80 57.484,Saw Grass+Pines,0
A,1,5/29/1992,505193,2829958,25 35.335,-80 56.887,Saw Grass,0
A,1,5/28/1992,506196,2829960,25 35.336,-80 56.288,Saw Grass,0
A,1,5/27/1992,507192,2829961,25 35.336,-80 55.693,Saw Grass,0
A,1,5/26/1992,508191,2829960,25 35.335,-80 55.096,Mixed Prairie,0
A,1,5/21/1992,509195,2829960,25 35.335,-80 54.496,Saw Grass+Mixed Prairie,0
A,1,5/20/1992,510191,2829963,25 35.336,-80 53.901,Saw Grass+WI,0
A,1,5/22/1992,511180,2829964,25 35.336,-80 53.310,Mixed Prairie,0
A,1,5/15/1992,512166,2829961,25 35.334,-80 52.721,Mixed Prairie+Hardwood Hammock,0
A,1,6/3/1992,503205,2828957,25 34.793,-80 58.075,Saw Grass+Hardwood Hammock,0
A,1,6/1/1992,504199,2828961,25 34.795,-80 57.481,Saw Grass,0
A,1,5/29/1992,505199,2828965,25 34.797,-80 56.884,Saw Grass+Eleochris (wet grass),0
A,1,5/28/1992,506201,2828964,25 34.796,-80 56.285,Saw Grass,3
A,1,5/27/1992,507195,2828968,25 34.798,-80 55.691,Saw Grass,2
A,1,5/26/1992,508196,2828970,25 34.799,-80 55.093,Saw Grass,2
A,1,5/21/1992,509202,2828971,25 34.799,-80 54.492,Mixed Prairie+Hardwood Hammock,0
A,1,5/20/1992,510195,2828972,25 34.799,-80 53.899,Mixed Prairie,0
A,1,5/18/1992,511186,2828974,25 34.800,-80 53.307,Mixed Prairie+Hardwood Hammock,0
A,1,5/15/1992,512170,2828968,25 34.796,-80 52.719,Mixed Prairie+CA,0
A,1,6/3/1992,503210,2827957,25 34.251,-80 58.072,Hardwood Hammock,0
A,1,6/1/1992,504203,2827957,25 34.251,-80 57.479,Saw Grass+Eleochris (wet grass),0
A,1,5/29/1992,505204,2827963,25 34.254,-80 56.881,Saw Grass+Eleochris (wet grass),0
A,1,5/28/1992,506208,2827963,25 34.254,-80 56.281,Saw Grass,1
A,1,5/27/1992,507203,2827964,25 34.254,-80 55.687,Saw Grass,0
A,1,5/26/1992,508202,2827963,25 34.253,-80 55.090,Mixed Prairie,0
A,1,5/21/1992,509206,2827967,25 34.255,-80 54.490,Saw Grass,0
A,1,5/20/1992,510202,2827970,25 34.256,-80 53.895,Mixed Prairie+Hardwood Hammock,0
A,1,5/18/1992,511190,2827967,25 34.254,-80 53.305,Muhly,0
A,1,5/15/1992,512174,2827964,25 34.252,-80 52.717,Mixed Prairie,0
A,1,6/3/1992,503214,2826962,25 33.712,-80 58.070,Saw Grass+Muhly,0
A,1,6/1/1992,504207,2826962,25 33.712,-80 57.477,Saw Grass+Eleochris (wet grass),0
A,1,5/29/1992,505211,2826964,25 33.713,-80 56.877,Saw Grass+Eleochris (wet grass),1
A,1,5/28/1992,506216,2826967,25 33.714,-80 56.277,Mixed Prairie,3
A,1,5/27/1992,507205,2826969,25 33.715,-80 55.686,Saw Grass,0
A,1,5/26/1992,508206,2826972,25 33.716,-80 55.088,Mixed Prairie,0
A,1,5/21/1992,509207,2826968,25 33.714,-80 54.490,Muhly,0
A,1,5/20/1992,510205,2826971,25 33.715,-80 53.894,Mixed Prairie,0
A,1,5/18/1992,511191,2826976,25 33.717,-80 53.305,Mixed Prairie,0
A,1,5/15/1992,512177,2826973,25 33.715,-80 52.716,Muhly,0
A,1,6/3/1992,503216,2825964,25 33.171,-80 58.069,Muhly+Saw Grass,0
A,1,6/1/1992,504210,2825966,25 33.172,-80 57.475,Saw Grass+TR,0
A,1,5/29/1992,505213,2825968,25 33.173,-80 56.876,Saw Grass,0
A,1,5/28/1992,506218,2825970,25 33.174,-80 56.276,Saw Grass+Mixed Prairie,2
A,1,5/27/1992,507207,2825971,25 33.174,-80 55.685,Saw Grass,0
A,1,5/26/1992,508210,2825971,25 33.174,-80 55.086,Mixed Prairie,0
A,1,5/21/1992,509211,2825970,25 33.173,-80 54.488,Mixed Prairie,0
A,1,5/20/1992,510207,2825973,25 33.174,-80 53.893,Mixed Prairie,0
A,1,5/18/1992,511193,2825973,25 33.174,-80 53.304,Mixed Prairie,0
A,1,5/15/1992,512178,2825972,25 33.173,-80 52.716,Muhly,0
A,1,6/3/1992,502216,2824959,25 32.627,-80 58.666,Saw Grass+Muhly,0
A,1,6/3/1992,503218,2824961,25 32.628,-80 58.068,Muhly+Saw Grass,0
A,1,6/1/1992,504211,2824963,25 32.629,-80 57.475,Saw Grass+TR,0
A,1,5/29/1992,505219,2824968,25 32.631,-80 56.873,Saw Grass,2
