STATION,LOGNUM,WATERBODY,Town,SITEDIR,ECOREGION,BiophysicalRegion,HUC.EIGHT,Class,SAMPLEMETHOD,WIDTH,DEPTH,FLOW,THERMO,SPC,DO,I01,I02,I03,I04,I05,I06,I07,I08,I09,I11,I12,I13,I15,I17,I18,I19,I21,I23,I25,I26,I28,I30,PA1,PB1,PC1,PNA1,PABC,PNA,PAB,PCNA,PA,PBCNA
74,92,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,B,Basket or Artificial Substrate,18,60,43.68,26,,,881.333,32,8,72,3.158,4.468,0.278,0.281,341.429,78.571,2,0,8,6.853,0.082,18,0,0.063,89.536,34.605,0.714,0.143,0.154,0.71,0.136,0,1,0,0.976,0.024,0.054,0.946
75,93,Sheepscot River,Whitefield,Below Rt 194 Bridge in Whitefield,e,Central Interior,1050003,A,Basket or Artificial Substrate,18,73.2,6.09,25,,,102,32,5,39.333,3.802,3.478,0.056,0.219,5.689,4.978,2.429,0,5,1,0.386,17,0,0.063,5.978,27.963,0.571,0.286,0.876,0.122,0.002,0,1,0,1,0,0.992,0.008
76,94,Thompson Lake Outlet,Oxford,"Above Robinson MFG, 70 m below dam",w,Southwest Interior,1040002,C,Basket or Artificial Substrate,13,39.6,56.39,26,39.2,,385.667,23,0,3.333,2.945,5.058,0.22,0.348,54.667,134.333,0.875,0,0,45.333,0.009,7,0,0,172.667,0.667,0.143,0.143,0,0.004,0.511,0.485,0.01,0.99,0.002,0.998,0.005,0.995
77,95,Thompson Lake Outlet,Oxford,70 m below Robinson MFG outfall,w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,9,61,37.59,28,,,537.333,24,0,1,2.072,6.375,0.315,0.167,1.333,6.667,1,0.006,0,97.333,0.002,4,0,0,77.333,0.667,0.143,0,0,0,0.035,0.965,0,1,0,1,0.002,0.998
78,96,Thompson Lake Outlet,Oxford,"0.35 km below Robinson outfall, 50 m below Rt 121 Bridge",w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,9,45.7,78.23,26,132,,22.333,8,0,0.333,2.042,5.563,0.149,0.375,0,0.333,0.667,0,0,2,0.015,2,5,0,1.667,0,0.071,0,0,0,0.004,0.996,0,1,0,1,0.006,0.994
43,97,Little Androscoggin River,Paris,45 m above POTW,w,Southwest Interior,1040002,A,Basket or Artificial Substrate,9,54.9,13.21,24,112.7,,191.667,40,2.333,77.667,4.173,3.901,0.297,0.4,3.5,1.5,1.313,0,2.333,5.667,0.405,21,0,0.025,30.833,24.333,0.714,0.143,0.727,0.261,0.012,0,1,0,1,0,0.873,0.127
79,98,Little Androscoggin River,Paris,70 m below So. Paris POTW,w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,13,30.5,19.81,25,55.97,,621.333,27,0,3,2.047,5.137,0.963,0.407,1.333,0.667,1,0,0,485.27,0.005,11,0,0,27.015,0,0.286,0,0,0.002,0.295,0.702,0,1,0.001,0.999,0.005,0.995
46,99,Little Androscoggin River,Paris,"Above Norway POTW, below So. Paris POTW at Oxford St. gravel pit",w,Southwest Interior,1040002,C,Basket or Artificial Substrate,11,33.5,18.28,24,241.5,,1216,42,6,54,3.665,6.062,0.877,0.5,45.833,4.167,0.667,0.003,6,525.432,0.044,14,0,0.024,138.228,6,0.571,0,0.035,0.578,0.387,0,1,0,0.3,0.7,0.006,0.994
80,100,Narraguagus River,Cherryfield,0.53 km below Cherryfield dam,e,East Coastal Region,1050002,B,Basket or Artificial Substrate,26,60.9,34.44,25.5,25.25,,115.333,30,2,20.333,3.512,4.636,0.087,0.367,11.9,37.4,1.545,0,2,0.345,0.176,17,0,0.067,37.745,14.485,0.571,0.143,0.488,0.428,0.084,0.001,1,0,0.992,0.008,0.365,0.635
81,101,Narraguagus River,Cherryfield,0.65 km above Rt. 1 bridge,e,East Coastal Region,1050002,,Basket or Artificial Substrate,50,120,23.47,25,30,,364.667,21,0,1.333,0.913,4.251,0.09,0.333,1,0,1.143,0,0,25,0.004,8,17.333,0,3.333,0,0.143,0,0,0,0.018,0.982,0,1,0,1,0.006,0.994
82,102,Androscoggin River,Jay,"Upper Otis impoundment, below IP mill",e,Western Foothills,1040002,C,Cone,200,400,0.1,25,,,217.333,23,0,3.333,3.313,5.862,0.63,0.609,0,45,0.429,0.012,0,51.333,0.015,6,19,0,72.333,2.667,0.214,0,0,0.002,0.7,0.299,0.13,0.87,0,1,0.002,0.998
83,103,Piscataquis River,Abbot,0.45 km above Rt. 16 Bridge,e,Western Foothills,1020004,A,Basket or Artificial Substrate,18,45.8,26.42,,,,79,20,3.667,57,3.088,3.153,0.042,0.2,9,3,3.75,0,3.667,0,0.722,15,0,0.15,3.667,29.395,0.643,0.429,0.841,0.156,0.004,0,1,0,1,0,0.996,0.004
84,104,Piscataquis River,Guilford,0.80 km below Guilford Industries; above Guilford / Sangerville POTW,e,Western Foothills,1020004,NA,Basket or Artificial Substrate,23,25.4,12.19,,,,139.333,8,0.333,0,1.471,6.346,0.5,0.625,0,0,0.2,0,0.333,0.333,0,1,0,0.125,58.333,0.333,0.071,0,0,0,0,1,0,1,0,1,0.002,0.998
85,105,Piscataquis River,Guilford,Above Rt. 23 bridge; 1.2 km below Guilford Industries of Me. Inc.,e,Western Foothills,1020004,NA,Basket or Artificial Substrate,32,70.1,0.1,27,38.4,,74,8,0,0,1.558,3.867,0.261,0.375,0,0,,0,0,0,0,0,1,0,3.333,0,0,0,0,0,0,1,0,1,0,1,0.004,0.996
86,106,Quiggle Brook,Hope,Above Union Chemical; below Rt 17 and So. Hope Dam,e,Penobscot Bay Region,1050003,,Basket or Artificial Substrate,2.3,20.3,45.11,25,25,,34,23,0,19.333,3.131,4.48,0.069,0.304,1.333,3,1.143,0,0,0.667,0.569,8,0,0,3,14.667,0.214,0,0.017,0.035,0.698,0.251,0.438,0.562,0.018,0.982,0.005,0.995
87,107,Quiggle Brook,Hope,Below Union Chemical (closed),e,Penobscot Bay Region,1050003,,Basket or Artificial Substrate,2,20.3,45.11,25,27,,52.667,19,4,26,3.098,3.353,0.063,0.211,5.333,0,2.5,0,4,1,0.494,10,0,0.105,0,23.333,0.5,0.143,0.84,0.155,0.005,0,1,0,1,0,0.994,0.006
231,108,Mill Stream,Winthrop,0.15 km below Maranacook Lake Upper dam: above Carlton Woolen Mill,e,Central Interior,1030003,,Basket or Artificial Substrate,9,91.4,0.1,25,48,,5.667,6,0,3.333,2.276,5.714,0,0,0,0,,0,0,0,0.588,3,0,0,0,2.222,0.143,0,0,0,0.007,0.993,0,1,0.006,0.994,0.03,0.97
232,109,Mill Stream,Winthrop,0.67 km below Maranacook Lake Upper dam; below Carlton Woolen Mill,e,Central Interior,1030003,,Basket or Artificial Substrate,10,106.7,0.1,25,55,,54,18,0,1,2.876,7.513,0.213,0.333,0,0,0.333,0.028,0,4,0.019,2,3.5,0,1.5,0,0.071,0,0,0,0.033,0.967,0,1,0,1,0.006,0.994
88,110,Fish Stream,Island Falls,20 m above Rt. 159 bridge,e,Aroostook Hills,1020003,A,Basket or Artificial Substrate,15,40,0,14,145,,289.667,35,11,228.667,3.234,2.999,0.098,0.257,0.667,1,2.111,0,9.333,23.274,0.789,19,19.563,0.086,1.675,66.611,0.857,0.286,0.846,0.153,0.001,0,1,0,1,0,0.995,0.005
89,111,West Branch Mattawamkeag River,Island Falls,2 km below National Starch,e,Aroostook Hills,1020003,A,Cone,50,180,,13.5,160,,102,29,2.333,86,2.764,3.693,0.023,0.172,0.333,0,3.4,0,2.333,1,0.843,17,1,0.034,0.667,50.917,0.714,0.286,0.772,0.221,0.007,0,1,0,1,0,0.988,0.012
90,114,East Branch Sebasticook,Corinna,60 m above Corinna POTW,e,Central Interior,1030003,C,Basket or Artificial Substrate,6,50,12,,,,174.333,21,0.333,17.667,3.069,5.198,0.476,0.381,37.32,15.347,1,0.027,0,0.779,0.101,8,0.39,0.048,48.469,16,0.357,0,0.033,0.251,0.702,0.014,1,0,0.003,0.997,0.004,0.996
20,115,East Branch Sebasticook,Corinna,0.13 km below Corinna POTW,e,Central Interior,1030003,NA,Basket or Artificial Substrate,6,50,12,,,,147.667,11,0,0.333,0.667,3.337,0.973,0.455,0.333,0,0.4,0,0,0.333,0.002,2,0.333,0,11.333,0.333,0.071,0,0,0,0.005,0.995,0,1,0,1,0.003,0.997
74,127,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,A,Basket or Artificial Substrate,18,30,,18,,,913.667,52,20.333,118.333,3.155,4.004,0.273,0.442,367.244,5.089,0.957,0.001,20,17.333,0.13,22,1,0.058,179.756,34.651,0.786,0.286,0.491,0.499,0.01,0,1,0,0.999,0.001,0.663,0.337
78,132,Thompson Lake Outlet,Oxford,"0.35 km below Robinson outfall, 50 m below Rt 121 Bridge",w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,9,45,,23.5,,,672,24,0,1.333,2.667,6.262,0.621,0.458,1.333,0,0.273,0.004,0,222.667,0.002,3,1.333,0,141.333,0,0.071,0.286,0,0,0.247,0.753,0,1,0,1,0.017,0.983
76,133,Thompson Lake Outlet,Oxford,"Above Robinson MFG, 70 m below dam",w,Southwest Interior,1040002,B,Basket or Artificial Substrate,13,39.6,,25,,,253,57,4.667,68,4.532,4.414,0.198,0.333,30.645,19.021,1.105,0.067,4.667,7.333,0.269,21,0,0.035,45.021,0,0.857,0.286,0.796,0.2,0.004,0,1,0,1,0,0.988,0.012
91,155,Mattanawcook,Lincoln,Below Lincoln Pulp and Paper (cooling water); 100 m above confluence with Penop,e,Eastern Lowlands,1020005,C,Basket or Artificial Substrate,4,18,39.99,31,45,,758,26,0,128,3.627,4.503,0.087,0.308,139.364,4.424,1.25,0,0,33,0.169,10,22.125,0,20.924,2,0.286,0,0.001,0.017,0.978,0.004,1,0,0.001,0.999,0.004,0.996
74,156,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,B,Basket or Artificial Substrate,18,60,34,23,52,,782.667,33,9.333,124,3.58,4.269,0.153,0.303,166.4,206.267,1.9,0,9.333,10.667,0.158,19,0,0.061,208.933,35.086,0.786,0.286,0.314,0.634,0.051,0,1,0,0.999,0.001,0.336,0.664
67,157,Stroudwater River,Gorham,0.25 km above Maine Metal Finishing site,s,South Coastal Region,1060001,B,Basket or Artificial Substrate,4,40,0.1,20,120,,192,52,0.333,34,4.271,5.644,0.533,0.404,0.667,0,0.762,0.007,0,32.561,0.177,16,2.862,0.019,56.176,6.543,0.571,0,0.221,0.471,0.307,0.001,1,0,0.637,0.363,0.026,0.974
76,159,Thompson Lake Outlet,Oxford,"Above Robinson MFG, 70 m below dam",w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,13,40,56,22,33,,808,31,0,0.667,2.273,6.107,0.765,0.387,2.071,7.595,0.583,0.012,0,427.351,0.001,7,1.815,0,187.322,0,0.143,0,0,0,0.071,0.929,0,1,0,1,0.002,0.998
78,160,Thompson Lake Outlet,Oxford,"0.35 km below Robinson outfall, 50 m below Rt 121 Bridge",w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,9,45,75,21.5,310,,828,28,0,0,1.407,6.013,0.689,0.5,0,1,0.214,0.26,0,562.333,0,3,12.62,0,1.667,0,0,0,0,0,0,1,0,1,0,1,0.005,0.995
46,161,Little Androscoggin River,Paris,"Above Norway POTW, below So. Paris POTW at Oxford St. gravel pit",w,Southwest Interior,1040002,C,Basket or Artificial Substrate,11,33.5,18.28,18.5,220,,497.667,53,1.667,14,3.475,5.636,0.783,0.434,36.655,26.345,0.609,0.005,1.667,207.064,0.028,14,0.345,0.019,50.463,1.667,0.429,0,0.158,0.631,0.209,0.001,1,0,0.59,0.41,0.013,0.987
43,162,Little Androscoggin River,Paris,45 m above POTW,w,Southwest Interior,1040002,B,Basket or Artificial Substrate,9,55,18.1,19,86,,413,61,1.333,88,4.334,4.979,0.499,0.344,6.571,0.548,1.19,0.001,1.333,29.476,0.213,25,0.333,0.016,52.801,38.09,0.714,0.143,0.519,0.449,0.032,0,1,0,0.999,0.001,0.487,0.513
92,163,Little Androscoggin River,Oxford,"Below Thompson Lake outlet, 0.8 km below Robinson MFG. outfall.",w,Southwest Interior,1040002,,Cone,15,152.4,9.99,19,170,,278.333,48,0,5.667,3.638,7.064,0.881,0.479,0,0,0.478,0.001,0,86.271,0.02,11,28.982,0,109.187,0.333,0.429,0,0,0.003,0.741,0.256,0.117,0.883,0,1,0.004,0.996
93,164,Sebec River,Milo,Below Milo POTW,e,Western Foothills,1020004,,Basket or Artificial Substrate,30,91.4,0.1,23,25,7.800000191,232.333,57,0.333,15,3.727,6.566,0.31,0.351,0,0,0.7,0.006,0.333,12.293,0.065,14,14.715,0.018,25.288,0.333,0.357,0,0.071,0.386,0.532,0.012,0.999,0.001,0.023,0.977,0.007,0.993
94,165,Sebec River,Milo,Above Milo POTW,e,Western Foothills,1020004,,Basket or Artificial Substrate,25,150,0.1,25.5,25,8.600000381,86,37,0.667,16.333,4.242,6.62,0.062,0.189,0,0,1.714,0.058,0.667,1.067,0.19,12,8.222,0.027,0.711,1.476,0.5,0.143,0.075,0.295,0.62,0.011,0.998,0.002,0.017,0.983,0.069,0.931
95,166,Caribou Stream,Caribou,15.2 m above Rt. 1 bridge,e,Aroostook Lowlands,1010004,B,Basket or Artificial Substrate,8,40,16,18,300,,357,45,1.667,43.667,3.365,5.259,0.365,0.444,136.635,8.698,0.8,0.006,1.667,13.314,0.122,16,0.35,0.044,68.259,10.714,0.5,0.286,0.182,0.605,0.212,0.001,1,0,0.804,0.196,0.12,0.88
96,167,Caribou Stream,Caribou,7m below Rt. 164 bridge,e,Aroostook Lowlands,1010004,B,Basket or Artificial Substrate,,,37.6,18,285,,264,22,26,14,2.785,3.646,0.027,0.227,125.509,41.491,2.8,0,26,0,0.053,14,0,0.136,41.491,7.588,0.5,0.286,0.654,0.337,0.009,0,1,0,0.998,0.002,0.848,0.152
8,168,St. John River,Fort Kent,Above Ft. Kent; .48 km above US/CAN bridge,e,Saint John Uplands,1010001,A,Basket or Artificial Substrate,200,200,,20,85,,139.333,34,6,39.667,3.489,3.803,0.139,0.412,45.935,20.732,1.286,0,6,1,0.285,18,0.333,0.059,21.732,5.506,0.786,0.286,0.754,0.239,0.007,0,1,0,0.999,0.001,0.973,0.027
97,169,St. John River,Hamlin,32 km below Frasier Paper,e,Aroostook Lowlands,1010001,B,Cone,225,999.9,,18,115,,190,39,6.667,12.333,3.623,5.506,0.323,0.436,5.692,47.975,1.059,0,6.333,8,0.065,18,3,0.051,85.308,6.333,0.571,0.143,0.293,0.589,0.118,0.001,1,0,0.914,0.086,0.103,0.897
84,170,Piscataquis River,Guilford,0.80 km below Guilford Industries; above Guilford / Sangerville POTW,e,Western Foothills,1020004,NA,Basket or Artificial Substrate,32,64,19.3,23,40,,276,28,0,0,2.441,6.832,0.581,0.357,0,0,,0.338,0,1.667,0,0,0,0,147,0,0,0,0,0,0,1,0,1,0,1,0.002,0.998
83,171,Piscataquis River,Abbot,0.45 km above Rt. 16 Bridge,e,Western Foothills,1020004,A,Basket or Artificial Substrate,13,51.8,66.04,21,29,,276.333,41,10.333,65,3.142,3.801,0.106,0.341,118.365,5.968,1.571,0,10.333,3.761,0.235,22,0,0.073,9.353,39.674,0.714,0.429,0.718,0.277,0.005,0,1,0,1,0,0.986,0.014
233,172,Androscoggin River,Livermore Falls,"Livermore dam, upper bypass reach",e,Western Foothills,1040002,NA,Basket or Artificial Substrate,100,60.9,60,26.5,145.5,,418,19,0,9,1.975,5.775,0.751,0.421,0,53,0.75,0,0,4.065,0.022,6,0,0,73.324,0,0.143,0,0,0.001,0.462,0.536,0.003,0.997,0,1,0.003,0.997
234,173,Kennebec River,Hallowell,2.3 km below Augusta POTW; directly east of Hallowell boat launch,e,Central Interior,1030003,C,Cone,250,,,22.5,55,,176,34,0.333,20.333,3.881,5.432,0.133,0.294,0,33.333,1.2,0.042,0.333,10.051,0.116,12,0,0.029,37.641,16.178,0.286,0.143,0.12,0.372,0.503,0.004,1,0,0.143,0.857,0.02,0.98
29,174,Kennebec River,Augusta,0.4 km above Edwards dam,e,Central Interior,1030003,,Cone,200,762,0.1,23,53.3,,74,22,0,0.333,3.524,6.542,0.059,0.273,0,1,1,0.135,0,1.333,0.005,6,0,0,1,0,0.071,0,0,0,0.033,0.967,0,1,0,1,0.007,0.993
98,175,Kennebec River,Gardiner,1.8 km below Gardiner POTW,e,Central Interior,1030003,,Cone,275,500,,22.5,55,,283,40,0,16.667,3.743,5.488,0.121,0.325,0,39.942,1.154,0.273,0,16,0.059,15,3.667,0,47.275,0.667,0.286,0,0.002,0.018,0.907,0.074,0.967,0.033,0.002,0.998,0.003,0.997
99,176,Prestile Stream,Mars Hill,Above Mars Hill POTW; .18 km below Mars Hill dam,e,Aroostook Lowlands,1010005,C,Basket or Artificial Substrate,100,150,39.99,26,47,,446,20,0,32,3.027,4.134,0.054,0.25,74.919,143.027,2.4,0,0,16,0.072,12,2.667,0,145.694,0,0.214,0,0.002,0.023,0.914,0.061,0.998,0.002,0.001,0.999,0.003,0.997
100,177,Penobscot River,Veazie,Below Bangor Hydro and Veazie Dam,e,Central Interior,1020005,,Basket or Artificial Substrate,110,300,29.99,27,49.92,,98,33,0.333,4,3.643,7.314,0.35,0.424,0,0.333,0.929,0.003,0.333,24.908,0.041,13,2.356,0.03,0.67,1,0.357,0,0.002,0.051,0.826,0.12,0.928,0.072,0.001,0.999,0.011,0.989
48,181,Goosefare Brook,Saco,75 m below Jenkins Rd. Crossing,s,South Coastal Region,1060001,A,Basket or Artificial Substrate,2,30,7,14,62,,216.667,41,39.333,5.667,3.748,3.997,0.514,0.39,0,0,1.188,0.005,0,5.637,0.026,19,49.544,0.098,0,1,0.571,0.286,0.791,0.207,0.002,0,1,0,0.997,0.003,0.998,0.002
49,182,Goosefare Brook,Saco,0.5 km below I-195,s,South Coastal Region,1060001,NA,Basket or Artificial Substrate,2,30,39.99,21,120,,73.667,26,0,0,2.499,3.897,0.783,0.462,0.667,0.333,0.417,0,0,0.333,0,5,3,0,9,0,0,0.143,0,0,0,1,0,1,0,1,0.009,0.991
43,183,Little Androscoggin River,Paris,45 m above POTW,w,Southwest Interior,1040002,B,Basket or Artificial Substrate,9,30,41.76,21.5,56,,286.667,35,4.667,28.667,3.708,3.438,0.153,0.343,71.182,26.693,1.5,0,4.667,6.667,0.1,18,0,0.029,30.693,10,0.5,0.286,0.744,0.248,0.007,0,1,0,0.999,0.001,0.937,0.063
46,184,Little Androscoggin River,Paris,"Above Norway POTW, below So. Paris POTW at Oxford St. gravel pit",w,Southwest Interior,1040002,B,Basket or Artificial Substrate,11,50,41.76,21.5,62,,1629.333,40,13.333,160,3.224,4.481,0.293,0.5,592.851,245.816,0.85,0,12,60,0.098,17,0,0.05,247.149,70.667,0.786,0.143,0.105,0.727,0.168,0,1,0,0.942,0.058,0.036,0.964
74,185,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,B,Basket or Artificial Substrate,18,30,,24.5,62,,786.667,43,10.667,213.333,4.133,4.529,0.2,0.326,79.787,86.879,1.357,0,10.667,8.11,0.271,19,0,0.047,101.477,93.704,0.571,0.286,0.42,0.555,0.025,0,1,0,1,0,0.425,0.575
78,186,Thompson Lake Outlet,Oxford,"0.35 km below Robinson outfall, 50 m below Rt 121 Bridge",w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,5.3,25.4,57,16,97,,996,16,0,0,2.556,5.3,0.659,0.5,0,0,,0.02,0,424,0,0,0,0,90.667,0,0,0,0,0,0,1,0,1,0,1,0.002,0.998
46,187,Little Androscoggin River,Paris,"Above Norway POTW, below So. Paris POTW at Oxford St. gravel pit",w,Southwest Interior,1040002,C,Basket or Artificial Substrate,11,3.2,23.1,20,95,,1834.667,37,9.333,93.333,1.863,5.429,0.772,0.486,262.66,1.34,0.833,0,9.333,53.586,0.051,15,0,0.054,6.699,56.889,0.643,0.286,0.023,0.677,0.299,0.001,1,0,0.566,0.434,0.097,0.903
43,188,Little Androscoggin River,Paris,45 m above POTW,w,Southwest Interior,1040002,B,Basket or Artificial Substrate,9,55,23.47,20,120,,937.333,35,4,42.667,1.772,5.579,0.859,0.514,34.667,9.333,0.889,0,4,18.667,0.046,16,0,0.086,29.333,15.333,0.786,0.429,0.029,0.629,0.338,0.003,1,0,0.504,0.496,0.256,0.744
101,189,Ellis River,Rumford,5.6 km upstream of confluence with Androscoggin (above No. Rumford Bridge),w,Western Mountains,1040002,A,Basket or Artificial Substrate,12,152,12.19,22,50,,92.667,39,2,22.333,4.057,4.957,0.356,0.41,1.667,0,1.063,0,0.667,12,0.241,17,0,0.077,13,11,0.786,0.143,0.529,0.402,0.069,0,1,0,0.997,0.003,0.641,0.359
102,190,Wild River,Gilead,4 km above confluence with Androscoggin R.,w,Western Mountains,1040002,A,Basket or Artificial Substrate,12.2,30,34.44,22,30,,283.333,27,7.333,25.667,2.199,3.6,0.108,0.444,176.652,0.348,1.25,0,7.333,4.333,0.091,15,0,0.037,3.014,12,0.5,0.429,0.5,0.474,0.025,0,1,0,0.996,0.004,0.899,0.101
103,191,Wild River,Gilead,1 km above confluence with Androscoggin R.,w,Western Mountains,1040002,A,Basket or Artificial Substrate,12.1,25.4,57,23,21,,460,29,9.667,32.333,1.627,4,0.083,0.345,352,0,1.9,0,9.333,0.667,0.07,19,0,0.103,27.667,11.667,0.786,0.857,0.266,0.673,0.059,0.002,1,0,0.994,0.006,0.979,0.021
104,192,Martin Stream,Turner,Below Decoster Egg Farm,e,Central Interior,1040002,A,Basket or Artificial Substrate,4,60.9,9.99,,,,150,43,0.667,66.667,3.773,4.935,0.191,0.279,0.333,16.667,1.667,0,0.333,17.333,0.444,20,0.333,0.047,21.333,32.333,0.786,0.143,0.44,0.464,0.097,0,1,0,0.998,0.002,0.432,0.568
105,193,Martin Stream,Turner,Above Decoster Egg Farm,e,Central Interior,1040002,B,Basket or Artificial Substrate,6,45.7,39.99,0,,,76.667,35,0.667,37,3.859,4.589,0.17,0.343,0,0.667,1.167,0,0,1,0.483,14,0,0.029,6,15.333,0.714,0,0.568,0.353,0.078,0,1,0,0.998,0.002,0.458,0.542
106,194,Branch Brook,Sanford,Rt 109 crossing at Sam Allen Rd.,s,South Coastal Region,1060003,A,Basket or Artificial Substrate,3,38.1,3.66,13,73,,54.667,33,5.333,32.333,3.465,1.806,0.055,0.242,0,0,2.25,0,0.333,0.333,0.591,18,1,0.121,0,2.667,0.714,0.429,0.986,0.014,0,0,1,0,1,0,1,0
107,195,Back Brook,Limington,0.1 km below Tucker Rd. bridge crossing,w,Southwest Interior,1060002,A,Basket or Artificial Substrate,7,20,10,16,,,111,47,18.333,53,4.405,2.644,0.18,0.404,1.333,0.333,1.105,0,0,6.667,0.477,21,1.333,0.043,1,1.667,0.714,0.429,0.976,0.024,0,0,1,0,1,0,1,0
108,196,Back Brook,Limington,0.15 km below Rt. 25 crossing,w,Southwest Interior,1060002,A,Basket or Artificial Substrate,7,20,10,16,46,,55.333,35,3.333,28.667,3.945,3.189,0.175,0.429,0,0.333,1.133,0,0,2,0.518,17,2.333,0.057,1.333,17.214,0.571,0.429,0.928,0.07,0.001,0,1,0,1,0,0.999,0.001
109,197,Ossipee River,Porter,"Rt. 25, 2 km west of Porter",w,Southwest Interior,1060002,A,Basket or Artificial Substrate,60,80,35,22,39,,782.667,27,24,141.333,3.243,3.596,0.089,0.296,293.333,88,1.875,0,24,13.333,0.181,15,0,0.111,88,59.68,0.643,0.286,0.432,0.548,0.02,0,1,0,0.998,0.002,0.497,0.503
110,198,Little River,North Berwick,90 m below Little River Rd. bridge,s,Southwest Interior,1060003,A,Basket or Artificial Substrate,5.5,45.7,9.14,20,70,,180.333,43,10.333,71.333,3.59,4.37,0.233,0.209,1,1.333,2.778,0,10.333,31,0.396,25,0,0.023,3.667,70.663,0.786,0.286,0.711,0.284,0.005,0,1,0,1,0,0.971,0.029
111,199,Narraguagus River,Deblois,0.16 km above Rt. 193 bridge crossing,e,Eastern Interior,1050002,A,Basket or Artificial Substrate,9,45.7,34.44,21,31,,283,48,6,66.667,4.092,3.597,0.212,0.354,31,2,1.294,0.001,5.667,4,0.236,22,0,0.021,32.333,46.256,0.714,0.429,0.84,0.158,0.002,0,1,0,1,0,0.995,0.005
112,200,Narraguagus River,Beddington,Directly above Rt. 9 bridge,e,Eastern Interior,1050002,A,Basket or Artificial Substrate,28,25,45.11,20,35,,163,28,10.333,26,3.185,3.222,0.063,0.214,53,0.333,3.167,0,9.333,7.667,0.16,19,0,0.107,1.333,13.292,0.714,0.714,0.833,0.165,0.002,0,1,0,1,0,1,0
113,201,Chase Mills Stream,East Machias,Below Connor's Fish Hatchery,e,East Coastal Region,1050002,B,Basket or Artificial Substrate,6.1,45.7,78.94,22,33,,1092,37,5.333,74.667,2.852,4.474,0.117,0.405,490.198,265.802,1.067,0,5.333,76,0.068,16,1.333,0.054,287.135,22.667,0.571,0.143,0.121,0.674,0.204,0,1,0,0.737,0.263,0.024,0.976
114,202,Chase Mills Stream,East Machias,Above Connor's Fish Hatchery,e,East Coastal Region,1050002,B,Basket or Artificial Substrate,6.1,45.7,57,23.5,32,,666.667,31,5.333,49.333,2.504,3.976,0.112,0.29,416,28,1.778,0,5.333,14.667,0.074,16,0,0.097,44,14.667,0.429,0.286,0.233,0.667,0.1,0.001,1,0,0.981,0.019,0.148,0.852
115,203,West Branch Penobscot River,T2 R10 WELS,0.48 km above Nesowadnehunk Falls,w,Central Mountains,1020001,B,Basket or Artificial Substrate,60,200,0.99,21,,,540,23,9.333,44,2.445,4.999,0.02,0.174,5.333,124,3.75,0.017,9.333,1.333,0.081,15,1.333,0.043,125.333,30.133,0.643,0.143,0.172,0.709,0.118,0.001,1,0,0.949,0.051,0.048,0.952
116,204,West Branch Penobscot River,T2 R10 WELS,Below Abol Bridge,w,Central Mountains,1020001,,Basket or Artificial Substrate,75,160,,,,,353.333,30,2.667,106,2.738,4.63,0.025,0.233,24.943,181.724,2.714,0,2.667,0,0.3,19,0,0.033,182.391,52.325,0.929,0.143,0.312,0.603,0.085,0,1,0,0.996,0.004,0.197,0.803
117,206,Greenlaw Stream,Garfield Plt,18 m below Pinkham Rd.,e,Aroostook Hills,1010004,A,Basket or Artificial Substrate,6,25,34.44,14,,,155.667,30,8.333,75.667,3.25,3.7,0.034,0.2,35,19.667,3.167,0,3.333,1,0.486,19,0,0.133,20,49.944,1,0.714,0.78,0.216,0.004,0,1,0,1,0,0.999,0.001
118,207,Aroostook River,Masardis,45 m below confluence with St. Croix Stream,e,Aroostook Hills,1010004,A,Basket or Artificial Substrate,40,30,45.11,14,,,163,30,3.667,53.667,3.899,2.885,0.147,0.333,25,5.667,1.5,0,3.667,0.667,0.329,15,0,0.033,11.333,21.954,0.571,0.571,0.871,0.127,0.002,0,1,0,1,0,0.999,0.001
119,208,Machias River,T11 R7 WELS,Fifteen Mile Gate - 100 m upstream of Pinkham Rd.         ( above Round Pond ),e,Saint John Uplands,1010004,A,Basket or Artificial Substrate,15,100,38.1,,,,102.5,41,7,34,4.316,4.392,0.302,0.366,3.592,15.908,1.333,0.02,4,10,0.332,20,0,0.073,26.408,20.935,0.929,0.429,0.777,0.216,0.007,0,1,0,1,0,0.994,0.006
120,209,Cooks Brook,Waterboro,Above confluence with Bartlett Bk.,w,Southwest Interior,1060002,NA,Basket or Artificial Substrate,2.5,50,9.99,22.5,84,7.5,29,14,0,0,3.455,5.156,0.172,0.143,0,0,1,0,0,0,0,2,3.75,0,0,0,0,0,0,0,0,1,0,1,0,1,0.029,0.971
